User_ID,Age_Group,Gender,Location,Device_Type,Social_Media_Platform,Two_Factor_Authentication,Saved_Password,Account_Privacy,Frequent_New_Device_Logging,Connection_Type,Time_of_Day,Payment_Mode,Cross_Channel_Usage,Season,Suspicious_Activity,Clicked_Ad,Ad_Platform,Ad_Target_Domain,Domain_Reputation,Domain_Length,Domain_Entropy,Click_Leads_To_Malicious_Site
984,18-24,Male,Bihar,Tablet,Twitter,Yes,Yes,Private,No,Private,Night,Digital Wallet,No,winter vacation,1,No,,,,0,0,0
985,25-34,Female,Maharashtra,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,winter vacation,0,Yes,Facebook,login-secure.ru,Malicious,15,3.507,1
986,18-24,Female,Karnataka,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Debit Card,No,winter vacation,0,Yes,WhatsApp,banking.example,Good,15,3.507,0
987,25-34,Male,Haryana,Mobile,LinkedIn,No,No,Private,No,Private,Evening,Credit Card,No,winter vacation,1,Yes,Twitter,ecommerce.com,Good,13,2.449,0
988,25-34,Female,Maharashtra,Mobile,Facebook,Yes,Yes,Private,Yes,Private,Night,Digital Wallet,Yes,Diwali,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
989,18-24,Female,Gujarat,Desktop,Twitter,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,Diwali,0,No,,,,0,0,0
990,35-44,Female,West Bengal,Desktop,LinkedIn,Yes,Yes,Private,No,Open WiFi,Night,Cash,No,summer vacations,0,No,,,,0,0,0
991,18-24,Female,Uttar Pradesh,Tablet,Twitter,Yes,Yes,Private,No,Private,Evening,Credit Card,Yes,Holi,0,Yes,Twitter,banking.example,Good,15,3.507,0
992,35-44,Female,Rajasthan,Mobile,Facebook,Yes,No,Public,Yes,Private,Evening,Debit Card,Yes,summer vacations,1,Yes,Facebook,banking.example,Good,15,3.507,0
993,45-54,Male,Maharashtra,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Morning,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
994,45-54,Male,Tamil Nadu,Mobile,Instagram,Yes,No,Private,No,Open WiFi,Night,Debit Card,Yes,Diwali,0,No,,,,0,0,0
995,18-24,Male,Andhra Pradesh,Tablet,Facebook,Yes,No,Public,No,Private,Morning,Cash,Yes,Diwali,0,Yes,Facebook,banking.example,Good,15,3.507,0
996,35-44,Female,Bihar,Tablet,Twitter,Yes,Yes,Private,Yes,Hotspot,Evening,Debit Card,Yes,Holi,1,No,,,,0,0,0
997,35-44,Male,Maharashtra,Desktop,Twitter,Yes,No,Public,No,Private,Evening,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
998,35-44,Female,Karnataka,Mobile,WhatsApp,Yes,No,Public,No,Hotspot,Morning,Cash,Yes,Holi,0,No,,,,0,0,0
999,18-24,Male,Andhra Pradesh,Mobile,Instagram,Yes,Yes,Public,No,Private,Evening,Digital Wallet,Yes,Diwali,0,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
1000,18-24,Male,Karnataka,Desktop,WhatsApp,Yes,No,Public,Yes,Private,Night,Debit Card,Yes,Diwali,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
1001,25-34,Male,West Bengal,Desktop,Facebook,Yes,Yes,Private,No,Private,Afternoon,Credit Card,No,winter vacation,0,No,,,,0,0,0
1002,45-54,Other,Maharashtra,Mobile,Instagram,Yes,Yes,Private,No,Hotspot,Morning,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
1003,25-34,Male,Uttar Pradesh,Tablet,Twitter,No,No,Private,No,Open WiFi,Morning,Digital Wallet,Yes,Diwali,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
1004,18-24,Female,Rajasthan,Tablet,Twitter,No,Yes,Private,No,Private,Night,Debit Card,Yes,Holi,0,Yes,Instagram,unknown-redirect.net,Suspicious,20,3.484,1
1005,18-24,Female,Tamil Nadu,Mobile,Instagram,Yes,No,Public,Yes,Private,Morning,Debit Card,Yes,navaratri,0,Yes,Instagram,ecommerce.com,Good,13,2.449,0
1006,35-44,Male,West Bengal,Desktop,WhatsApp,Yes,Yes,Private,No,Private,Night,Debit Card,No,Diwali,1,No,,,,0,0,0
1007,35-44,Female,Bihar,Mobile,Facebook,Yes,No,Private,No,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
1008,35-44,Female,Uttar Pradesh,Desktop,LinkedIn,Yes,No,Private,No,Open WiFi,Afternoon,UPI,Yes,Diwali,0,No,,,,0,0,0
1009,35-44,Male,Jammu & Kashmir,Mobile,Twitter,No,Yes,Private,Yes,Open WiFi,Evening,Debit Card,No,Holi,0,No,,,,0,0,0
1010,18-24,Male,Madhya Pradesh,Mobile,LinkedIn,No,No,Private,No,Private,Evening,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
1011,45-54,Female,Uttar Pradesh,Desktop,LinkedIn,Yes,Yes,Public,No,Private,Night,UPI,Yes,summer vacations,0,No,,,,0,0,0
1012,18-24,Male,Rajasthan,Mobile,Twitter,Yes,No,Private,No,Private,Evening,Cash,No,summer vacations,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
1013,18-24,Male,Rajasthan,Mobile,LinkedIn,Yes,No,Private,No,Private,Morning,UPI,No,summer vacations,0,Yes,Facebook,offers-shop.co,Suspicious,14,3.182,1
1014,35-44,Male,Bihar,Mobile,Twitter,Yes,Yes,Private,No,Hotspot,Morning,Cash,No,summer vacations,0,Yes,Twitter,banking.example,Good,15,3.507,0
1015,35-44,Female,Bihar,Mobile,LinkedIn,Yes,Yes,Public,Yes,Private,Afternoon,Debit Card,No,summer vacations,0,Yes,Facebook,news-portal.org,Good,15,3.64,0
1016,25-34,Female,Tamil Nadu,Tablet,WhatsApp,Yes,No,Private,No,Private,Evening,Digital Wallet,No,winter vacation,0,No,,,,0,0,0
1017,35-44,Male,Gujarat,Mobile,Facebook,No,Yes,Private,No,Private,Night,Debit Card,No,Diwali,0,No,,,,0,0,0
1018,25-34,Female,Maharashtra,Mobile,Instagram,Yes,Yes,Private,No,Hotspot,Evening,UPI,Yes,summer vacations,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
1019,18-24,Male,Madhya Pradesh,Mobile,Facebook,Yes,Yes,Private,No,Open WiFi,Morning,Cash,Yes,summer vacations,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
1020,35-44,Female,Karnataka,Mobile,WhatsApp,Yes,No,Private,Yes,Private,Evening,UPI,Yes,summer vacations,0,Yes,Instagram,offers-shop.co,Suspicious,14,3.182,0
1021,25-34,Male,Maharashtra,Tablet,Twitter,No,Yes,Private,No,Private,Evening,UPI,No,winter vacation,1,No,,,,0,0,0
1022,18-24,Male,Kerala,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Afternoon,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
1023,45-54,Female,Telangana,Tablet,WhatsApp,Yes,Yes,Private,No,Private,Night,Cash,No,Diwali,0,No,,,,0,0,0
1024,45-54,Female,Telangana,Desktop,Instagram,Yes,Yes,Public,No,Hotspot,Night,UPI,No,Diwali,1,Yes,Instagram,banking.example,Good,15,3.507,1
1025,18-24,Female,Gujarat,Mobile,Twitter,Yes,No,Public,No,Private,Night,Debit Card,Yes,Holi,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
1026,18-24,Female,Haryana,Tablet,LinkedIn,Yes,Yes,Private,Yes,Private,Night,Cash,Yes,Holi,0,Yes,Instagram,phishingsite.ru,Malicious,15,3.323,1
1027,25-34,Male,Tamil Nadu,Desktop,Facebook,Yes,No,Private,No,Private,Evening,Credit Card,No,summer vacations,1,No,,,,0,0,0
1028,18-24,Female,Maharashtra,Mobile,LinkedIn,No,No,Private,Yes,Hotspot,Afternoon,Debit Card,Yes,winter vacation,1,Yes,Instagram,news-portal.org,Good,15,3.64,0
1029,35-44,Female,Gujarat,Mobile,LinkedIn,Yes,No,Public,No,Open WiFi,Evening,UPI,Yes,navaratri,0,No,,,,0,0,0
1030,25-34,Other,Karnataka,Tablet,Twitter,No,Yes,Private,No,Open WiFi,Afternoon,UPI,Yes,Holi,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
1031,18-24,Male,West Bengal,Mobile,LinkedIn,Yes,Yes,Private,No,Hotspot,Afternoon,Cash,No,Diwali,1,No,,,,0,0,0
1032,25-34,Male,Bihar,Tablet,Instagram,Yes,No,Public,No,Private,Evening,Debit Card,No,summer vacations,0,No,,,,0,0,0
1033,18-24,Female,Uttar Pradesh,Mobile,Instagram,Yes,Yes,Private,No,Hotspot,Evening,Credit Card,Yes,Diwali,0,No,,,,0,0,0
1034,18-24,Female,West Bengal,Mobile,Facebook,Yes,No,Private,No,Hotspot,Night,Debit Card,Yes,Diwali,0,Yes,Instagram,banking.example,Good,15,3.507,0
1035,18-24,Female,Jharkhand,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Evening,Credit Card,No,winter vacation,1,Yes,Facebook,ecommerce.com,Good,13,2.449,0
1036,18-24,Female,Rajasthan,Desktop,Facebook,Yes,No,Private,No,Hotspot,Night,Credit Card,No,navaratri,0,No,,,,0,0,0
1037,35-44,Female,Telangana,Mobile,WhatsApp,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,Holi,1,Yes,Twitter,ecommerce.com,Good,13,2.449,0
1038,45-54,Male,Uttar Pradesh,Mobile,Instagram,Yes,No,Public,No,Private,Evening,Cash,No,navaratri,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
1039,25-34,Male,Bihar,Mobile,Facebook,Yes,Yes,Private,No,Private,Evening,UPI,Yes,summer vacations,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
1040,35-44,Other,Rajasthan,Mobile,LinkedIn,Yes,No,Private,No,Private,Afternoon,Cash,Yes,navaratri,0,Yes,Facebook,phishingsite.ru,Malicious,15,3.323,1
1041,18-24,Male,Telangana,Mobile,Twitter,Yes,No,Public,No,Private,Evening,Cash,Yes,Holi,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
1042,18-24,Female,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Private,Yes,Private,Morning,Cash,Yes,winter vacation,1,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,0
1043,45-54,Female,West Bengal,Mobile,WhatsApp,Yes,No,Public,Yes,Private,Afternoon,Debit Card,Yes,summer vacations,0,Yes,Instagram,offers-shop.co,Suspicious,14,3.182,0
1044,35-44,Male,Andhra Pradesh,Desktop,LinkedIn,No,No,Public,Yes,Hotspot,Night,Cash,No,summer vacations,0,No,,,,0,0,0
1045,35-44,Male,Rajasthan,Mobile,Facebook,Yes,No,Private,Yes,Private,Evening,Credit Card,No,navaratri,0,No,,,,0,0,0
1046,18-24,Female,West Bengal,Mobile,LinkedIn,No,No,Private,No,Private,Night,Cash,Yes,summer vacations,1,No,,,,0,0,0
1047,25-34,Male,Maharashtra,Mobile,WhatsApp,No,Yes,Private,No,Open WiFi,Night,Credit Card,No,Diwali,1,No,,,,0,0,0
1048,45-54,Female,Bihar,Desktop,Twitter,Yes,Yes,Public,No,Private,Evening,Digital Wallet,Yes,Diwali,0,No,,,,0,0,0
1049,18-24,Male,Uttar Pradesh,Desktop,Instagram,Yes,No,Public,No,Private,Night,UPI,No,summer vacations,0,No,,,,0,0,0
1050,35-44,Male,Punjab,Desktop,Twitter,No,Yes,Private,No,Private,Afternoon,Debit Card,Yes,Holi,1,No,,,,0,0,0
1051,45-54,Female,Haryana,Mobile,Facebook,Yes,Yes,Public,No,Open WiFi,Morning,Cash,Yes,summer vacations,1,Yes,Instagram,banking.example,Good,15,3.507,0
1052,45-54,Female,Karnataka,Mobile,Twitter,Yes,Yes,Private,No,Open WiFi,Evening,Debit Card,Yes,summer vacations,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,1
1053,25-34,Male,Gujarat,Mobile,Facebook,Yes,No,Private,No,Private,Evening,Digital Wallet,Yes,winter vacation,1,No,,,,0,0,0
1054,45-54,Female,Maharashtra,Mobile,Twitter,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,summer vacations,1,Yes,LinkedIn,promo-deals.xyz,Suspicious,15,3.774,1
1055,25-34,Male,Madhya Pradesh,Mobile,Facebook,No,Yes,Public,No,Private,Afternoon,Digital Wallet,No,Diwali,0,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,0
1056,18-24,Female,Gujarat,Mobile,LinkedIn,Yes,No,Public,No,Private,Afternoon,Cash,No,summer vacations,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
1057,45-54,Male,West Bengal,Mobile,LinkedIn,No,Yes,Private,No,Private,Night,Debit Card,No,Diwali,0,No,,,,0,0,0
1058,25-34,Male,Jharkhand,Mobile,Twitter,Yes,Yes,Private,No,Open WiFi,Afternoon,Debit Card,Yes,summer vacations,0,Yes,Facebook,news-portal.org,Good,15,3.64,0
1059,45-54,Male,Madhya Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Night,UPI,Yes,summer vacations,1,Yes,WhatsApp,news-portal.org,Good,15,3.64,0
1060,18-24,Male,Uttar Pradesh,Mobile,Twitter,Yes,No,Private,No,Private,Morning,Debit Card,Yes,winter vacation,1,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,1
1061,25-34,Male,Maharashtra,Mobile,WhatsApp,Yes,No,Private,No,Private,Afternoon,Credit Card,Yes,Holi,1,No,,,,0,0,0
1062,25-34,Female,Andhra Pradesh,Desktop,Instagram,Yes,Yes,Public,No,Open WiFi,Morning,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
1063,35-44,Female,Jammu & Kashmir,Mobile,WhatsApp,Yes,Yes,Private,Yes,Hotspot,Afternoon,Credit Card,No,summer vacations,0,Yes,Facebook,phishingsite.ru,Malicious,15,3.323,1
1064,25-34,Male,Assam,Mobile,LinkedIn,Yes,No,Public,No,Private,Night,Cash,Yes,navaratri,0,No,,,,0,0,0
1065,18-24,Female,West Bengal,Mobile,WhatsApp,Yes,No,Public,No,Open WiFi,Night,Digital Wallet,No,Holi,0,Yes,WhatsApp,discounts.online,Suspicious,16,3.328,0
1066,35-44,Male,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Private,No,Private,Afternoon,Digital Wallet,Yes,summer vacations,0,Yes,WhatsApp,unknown-redirect.net,Suspicious,20,3.484,0
1067,35-44,Male,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Public,No,Private,Morning,Cash,Yes,Diwali,0,Yes,Twitter,ecommerce.com,Good,13,2.449,0
1068,18-24,Female,Gujarat,Desktop,WhatsApp,Yes,No,Public,No,Hotspot,Evening,Credit Card,No,summer vacations,0,No,,,,0,0,0
1069,45-54,Male,Uttar Pradesh,Mobile,Facebook,Yes,Yes,Public,No,Open WiFi,Evening,Debit Card,No,Holi,0,No,,,,0,0,0
1070,45-54,Male,Andhra Pradesh,Mobile,LinkedIn,Yes,No,Public,No,Open WiFi,Evening,Debit Card,No,Diwali,0,No,,,,0,0,0
1071,45-54,Female,Madhya Pradesh,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Morning,Digital Wallet,Yes,summer vacations,1,No,,,,0,0,0
1072,25-34,Female,Uttar Pradesh,Desktop,WhatsApp,Yes,No,Public,No,Open WiFi,Evening,Credit Card,Yes,Diwali,1,No,,,,0,0,0
1073,35-44,Male,Tamil Nadu,Mobile,Instagram,No,Yes,Public,Yes,Private,Afternoon,Digital Wallet,Yes,navaratri,0,Yes,Instagram,banking.example,Good,15,3.507,0
1074,45-54,Female,Telangana,Mobile,Twitter,Yes,Yes,Private,No,Private,Morning,Debit Card,No,Diwali,0,No,,,,0,0,0
1075,45-54,Female,Telangana,Mobile,Facebook,Yes,No,Private,No,Open WiFi,Evening,UPI,No,summer vacations,0,No,,,,0,0,0
1076,45-54,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Morning,UPI,No,navaratri,1,Yes,Instagram,ecommerce.com,Good,13,2.449,0
1077,35-44,Male,West Bengal,Tablet,Facebook,Yes,No,Public,No,Private,Night,Debit Card,No,Diwali,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
1078,35-44,Female,Gujarat,Mobile,Twitter,Yes,Yes,Private,No,Private,Evening,Credit Card,Yes,summer vacations,0,No,,,,0,0,0
1079,45-54,Female,Telangana,Mobile,Twitter,No,No,Private,Yes,Hotspot,Night,Digital Wallet,No,summer vacations,0,No,,,,0,0,0
1080,25-34,Female,Uttar Pradesh,Desktop,Twitter,Yes,Yes,Private,No,Hotspot,Night,Cash,Yes,winter vacation,0,Yes,Twitter,offers-shop.co,Suspicious,14,3.182,1
1081,25-34,Male,Rajasthan,Mobile,WhatsApp,Yes,Yes,Public,Yes,Private,Evening,UPI,Yes,summer vacations,0,No,,,,0,0,0
1082,18-24,Female,Maharashtra,Desktop,Instagram,Yes,No,Private,No,Private,Evening,Cash,Yes,Diwali,1,No,,,,0,0,0
1083,18-24,Male,Karnataka,Mobile,Facebook,No,Yes,Private,No,Private,Morning,Debit Card,No,summer vacations,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
1084,18-24,Male,Tamil Nadu,Mobile,Instagram,No,Yes,Private,No,Private,Afternoon,UPI,Yes,summer vacations,1,Yes,WhatsApp,promo-deals.xyz,Suspicious,15,3.774,0
1085,18-24,Male,Bihar,Desktop,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Cash,No,navaratri,0,No,,,,0,0,0
1086,35-44,Other,Maharashtra,Mobile,Instagram,Yes,Yes,Private,No,Open WiFi,Morning,Credit Card,No,Diwali,0,No,,,,0,0,0
1087,45-54,Male,Uttar Pradesh,Tablet,Twitter,Yes,No,Public,Yes,Hotspot,Afternoon,Credit Card,No,Diwali,0,No,,,,0,0,0
1088,18-24,Male,Kerala,Desktop,Facebook,Yes,No,Public,Yes,Private,Afternoon,Debit Card,Yes,summer vacations,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
1089,45-54,Male,Uttar Pradesh,Mobile,LinkedIn,Yes,No,Public,No,Private,Morning,Credit Card,No,summer vacations,0,No,,,,0,0,0
1090,35-44,Male,Uttar Pradesh,Tablet,Twitter,No,Yes,Private,No,Private,Morning,Digital Wallet,Yes,navaratri,1,Yes,Twitter,news-portal.org,Good,15,3.64,0
1091,18-24,Female,Haryana,Desktop,LinkedIn,No,No,Private,No,Hotspot,Night,Digital Wallet,Yes,summer vacations,0,No,,,,0,0,0
1092,18-24,Female,Madhya Pradesh,Mobile,Facebook,Yes,Yes,Public,No,Private,Evening,Cash,Yes,Diwali,0,No,,,,0,0,0
1093,25-34,Male,Gujarat,Mobile,Twitter,Yes,Yes,Private,No,Open WiFi,Morning,UPI,Yes,summer vacations,0,Yes,Instagram,login-secure.ru,Malicious,15,3.507,1
1094,45-54,Female,Madhya Pradesh,Mobile,Facebook,Yes,Yes,Private,No,Private,Night,Cash,No,summer vacations,0,Yes,Facebook,unknown-redirect.net,Suspicious,20,3.484,1
1095,25-34,Male,Gujarat,Desktop,LinkedIn,Yes,Yes,Private,Yes,Private,Afternoon,UPI,Yes,Diwali,1,No,,,,0,0,0
1096,25-34,Male,West Bengal,Mobile,Instagram,No,No,Public,No,Private,Morning,Cash,Yes,navaratri,0,No,,,,0,0,0
1097,45-54,Female,Madhya Pradesh,Mobile,Twitter,No,No,Private,Yes,Open WiFi,Morning,UPI,No,Diwali,1,No,,,,0,0,0
1098,35-44,Female,Andhra Pradesh,Mobile,Twitter,Yes,Yes,Private,No,Private,Afternoon,UPI,No,summer vacations,0,No,,,,0,0,0
1099,18-24,Female,Jharkhand,Mobile,Twitter,Yes,No,Private,No,Hotspot,Morning,Debit Card,Yes,Holi,1,No,,,,0,0,0
1100,35-44,Female,Karnataka,Mobile,LinkedIn,Yes,Yes,Private,No,Open WiFi,Evening,Debit Card,Yes,Diwali,0,Yes,LinkedIn,phishingsite.ru,Malicious,15,3.323,1
1101,25-34,Female,Maharashtra,Mobile,Facebook,No,No,Private,No,Hotspot,Afternoon,UPI,Yes,navaratri,0,No,,,,0,0,0
1102,18-24,Other,West Bengal,Mobile,Twitter,Yes,No,Private,No,Private,Morning,UPI,No,Holi,0,Yes,LinkedIn,banking.example,Good,15,3.507,0
1103,25-34,Female,Bihar,Desktop,Instagram,Yes,No,Private,Yes,Private,Evening,Debit Card,No,Holi,0,No,,,,0,0,0
1104,45-54,Male,Gujarat,Mobile,WhatsApp,No,Yes,Public,No,Private,Evening,Cash,Yes,Diwali,0,No,,,,0,0,0
1105,25-34,Male,Jammu & Kashmir,Mobile,WhatsApp,No,Yes,Private,No,Private,Morning,Digital Wallet,Yes,Diwali,0,Yes,LinkedIn,offers-shop.co,Suspicious,14,3.182,0
1106,45-54,Female,Rajasthan,Mobile,Instagram,Yes,No,Public,No,Open WiFi,Afternoon,Credit Card,No,navaratri,0,Yes,LinkedIn,ecommerce.com,Good,13,2.449,0
1107,25-34,Male,Gujarat,Mobile,Instagram,No,No,Private,No,Private,Afternoon,Debit Card,No,summer vacations,0,No,,,,0,0,0
1108,35-44,Female,Rajasthan,Mobile,Facebook,Yes,Yes,Public,No,Private,Afternoon,Credit Card,No,Holi,1,Yes,LinkedIn,login-secure.ru,Malicious,15,3.507,1
1109,18-24,Male,Maharashtra,Mobile,LinkedIn,Yes,Yes,Public,No,Private,Evening,Digital Wallet,Yes,winter vacation,1,Yes,WhatsApp,unknown-redirect.net,Suspicious,20,3.484,1
1110,25-34,Female,Jharkhand,Mobile,WhatsApp,Yes,Yes,Private,No,Open WiFi,Morning,Debit Card,No,summer vacations,0,No,,,,0,0,0
1111,18-24,Male,Andhra Pradesh,Mobile,Facebook,Yes,No,Private,Yes,Private,Morning,UPI,No,summer vacations,1,No,,,,0,0,0
1112,35-44,Male,Uttar Pradesh,Desktop,Facebook,Yes,No,Public,No,Private,Evening,UPI,Yes,summer vacations,1,No,,,,0,0,0
1113,25-34,Male,Kerala,Mobile,LinkedIn,No,No,Private,Yes,Private,Evening,UPI,Yes,Holi,1,Yes,Facebook,promo-deals.xyz,Suspicious,15,3.774,1
1114,45-54,Female,Bihar,Mobile,Facebook,Yes,No,Public,No,Private,Morning,Credit Card,Yes,summer vacations,0,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
1115,25-34,Male,Gujarat,Mobile,WhatsApp,Yes,No,Private,No,Hotspot,Evening,Cash,No,summer vacations,0,Yes,Twitter,discounts.online,Suspicious,16,3.328,0
1116,18-24,Male,Tamil Nadu,Mobile,LinkedIn,Yes,Yes,Private,Yes,Private,Morning,Cash,No,summer vacations,0,Yes,Instagram,banking.example,Good,15,3.507,0
1117,45-54,Female,Karnataka,Mobile,WhatsApp,Yes,No,Public,Yes,Open WiFi,Evening,Credit Card,Yes,Holi,0,No,,,,0,0,0
1118,25-34,Female,Uttar Pradesh,Desktop,Facebook,Yes,Yes,Public,No,Private,Morning,UPI,Yes,winter vacation,0,No,,,,0,0,0
1119,45-54,Female,Madhya Pradesh,Mobile,Twitter,Yes,No,Private,Yes,Private,Afternoon,UPI,Yes,Diwali,1,No,,,,0,0,0
1120,35-44,Female,Uttar Pradesh,Desktop,Facebook,Yes,No,Public,No,Private,Night,Cash,Yes,Holi,0,Yes,LinkedIn,discounts.online,Suspicious,16,3.328,1
1121,45-54,Female,Maharashtra,Tablet,LinkedIn,Yes,Yes,Private,Yes,Private,Evening,UPI,Yes,winter vacation,0,No,,,,0,0,0
1122,25-34,Male,West Bengal,Mobile,Instagram,Yes,No,Private,Yes,Private,Afternoon,UPI,No,Holi,0,No,,,,0,0,0
1123,25-34,Female,Uttar Pradesh,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Cash,Yes,Diwali,0,Yes,Twitter,unknown-redirect.net,Suspicious,20,3.484,0
1124,45-54,Male,Madhya Pradesh,Desktop,WhatsApp,Yes,No,Public,No,Open WiFi,Night,Credit Card,Yes,summer vacations,0,Yes,Facebook,banking.example,Good,15,3.507,0
1125,45-54,Male,Madhya Pradesh,Desktop,LinkedIn,Yes,No,Private,No,Private,Afternoon,Credit Card,No,Holi,0,No,,,,0,0,0
1126,45-54,Male,Uttar Pradesh,Mobile,Facebook,Yes,No,Public,No,Private,Morning,Credit Card,Yes,summer vacations,1,Yes,Instagram,discounts.online,Suspicious,16,3.328,1
1127,45-54,Male,Maharashtra,Desktop,LinkedIn,No,Yes,Public,No,Hotspot,Night,UPI,Yes,summer vacations,0,No,,,,0,0,0
1128,35-44,Male,West Bengal,Mobile,WhatsApp,Yes,No,Public,No,Private,Night,Credit Card,No,navaratri,0,No,,,,0,0,0
1129,25-34,Female,West Bengal,Desktop,Instagram,Yes,No,Private,No,Private,Afternoon,UPI,Yes,Holi,0,No,,,,0,0,0
1130,35-44,Male,Madhya Pradesh,Mobile,Facebook,Yes,Yes,Private,No,Private,Morning,Digital Wallet,No,Holi,0,Yes,Instagram,news-portal.org,Good,15,3.64,0
1131,45-54,Female,Tamil Nadu,Mobile,WhatsApp,Yes,Yes,Public,No,Private,Morning,Digital Wallet,No,summer vacations,0,Yes,Facebook,ecommerce.com,Good,13,2.449,0
1132,35-44,Male,Maharashtra,Desktop,LinkedIn,Yes,No,Private,No,Private,Morning,Debit Card,Yes,Holi,0,No,,,,0,0,0
1133,25-34,Female,Jharkhand,Mobile,Instagram,Yes,Yes,Private,No,Private,Night,Credit Card,Yes,summer vacations,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
1134,25-34,Female,Uttar Pradesh,Mobile,Twitter,Yes,Yes,Private,No,Private,Afternoon,Debit Card,Yes,summer vacations,0,No,,,,0,0,0
1135,35-44,Other,Maharashtra,Mobile,Instagram,Yes,No,Private,No,Private,Evening,Cash,Yes,summer vacations,1,Yes,Facebook,phishingsite.ru,Malicious,15,3.323,1
1136,25-34,Male,Tamil Nadu,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Debit Card,Yes,summer vacations,0,Yes,Facebook,discounts.online,Suspicious,16,3.328,0
1137,25-34,Male,Uttar Pradesh,Desktop,Facebook,Yes,Yes,Private,No,Hotspot,Night,Debit Card,Yes,summer vacations,1,No,,,,0,0,0
1138,25-34,Male,Maharashtra,Desktop,Facebook,Yes,Yes,Private,Yes,Private,Night,Digital Wallet,No,Diwali,1,Yes,Instagram,offers-shop.co,Suspicious,14,3.182,0
1139,25-34,Female,Madhya Pradesh,Mobile,LinkedIn,No,No,Private,Yes,Private,Morning,Cash,Yes,summer vacations,0,No,,,,0,0,0
1140,45-54,Female,West Bengal,Mobile,Instagram,No,Yes,Private,Yes,Hotspot,Evening,Debit Card,Yes,Holi,0,No,,,,0,0,0
1141,45-54,Male,Jammu & Kashmir,Mobile,LinkedIn,Yes,Yes,Private,No,Private,Afternoon,Credit Card,Yes,winter vacation,1,Yes,LinkedIn,banking.example,Good,15,3.507,0
1142,25-34,Male,Gujarat,Mobile,Twitter,Yes,No,Private,Yes,Open WiFi,Evening,Cash,Yes,summer vacations,0,Yes,WhatsApp,phishingsite.ru,Malicious,15,3.323,1
1143,18-24,Male,Telangana,Mobile,Instagram,Yes,No,Public,No,Open WiFi,Evening,UPI,Yes,navaratri,0,Yes,WhatsApp,ecommerce.com,Good,13,2.449,0
1144,25-34,Male,Bihar,Mobile,LinkedIn,No,No,Public,No,Open WiFi,Night,Digital Wallet,No,winter vacation,0,Yes,Twitter,news-portal.org,Good,15,3.64,0
1145,35-44,Female,Tamil Nadu,Mobile,LinkedIn,No,Yes,Private,Yes,Hotspot,Night,Credit Card,Yes,summer vacations,1,No,,,,0,0,0
1146,18-24,Other,Bihar,Desktop,Twitter,Yes,No,Public,No,Private,Afternoon,Credit Card,Yes,Diwali,0,No,,,,0,0,0
